entity,type,time,sentiment,score,company,channel
newmercury,ORG,2021-07-20,1 star,1,bo,facebook
bezos,PERSON,2021-07-21,5 stars,5,bo,facebook
amazon,ORG,2021-07-21,5 stars,5,bo,facebook
first,ORDINAL,2021-07-20,5 stars,5,bo,facebook
jeff bezos,PERSON,2021-07-20,5 stars,5,bo,facebook
nasa,ORG,2021-07-20,5 stars,5,bo,facebook
richard branson,PERSON,2021-07-20,5 stars,5,bo,facebook
oxycontin,PERSON,2021-07-20,5 stars,5,bo,facebook
cnn,ORG,2021-07-20,1 star,1,bo,facebook
anderson cooper,PERSON,2021-07-20,1 star,1,bo,facebook
crazy how,WORK_OF_ART,2021-07-20,1 star,1,bo,facebook
earth,LOC,2021-07-20,1 star,1,bo,facebook
branson,GPE,2021-07-20,1 star,1,bo,facebook
bezos musk,PERSON,2021-07-20,1 star,1,bo,facebook
blue origin,ORG,2021-07-20,5 stars,5,bo,facebook
respect,ORG,2021-07-20,5 stars,5,bo,facebook
rio grand electric coops service,ORG,2021-07-20,3 stars,3,bo,facebook
austin powers,PERSON,2021-07-20,5 stars,5,bo,facebook
jeff bezos,PERSON,2021-07-20,5 stars,5,bo,facebook
beth emerson,PERSON,2021-07-20,5 stars,5,bo,facebook
the next universe,WORK_OF_ART,2021-07-20,5 stars,5,bo,facebook
yay congrats,PERSON,2021-07-20,5 stars,5,bo,facebook
bezos,PRODUCT,2021-07-20,5 stars,5,bo,facebook
amazon,ORG,2021-07-20,5 stars,5,bo,facebook
wally funk s,PERSON,2021-07-20,1 star,1,bo,facebook
first,ORDINAL,2021-07-20,1 star,1,bo,facebook
nasa,ORG,2021-07-20,1 star,1,bo,facebook
blue origin,ORG,2021-07-20,1 star,1,bo,facebook
yuri gagarin,PERSON,2021-07-20,1 star,1,bo,facebook
alan shepherd,PERSON,2021-07-20,1 star,1,bo,facebook
vulcan,WORK_OF_ART,2021-07-21,1 star,1,bo,facebook
trek,ORG,2021-07-21,1 star,1,bo,facebook
stars,WORK_OF_ART,2021-07-21,1 star,1,bo,facebook
wally,PERSON,2021-07-20,5 stars,5,bo,facebook
bienvenidos blue origin welcome,ORG,2021-07-20,5 stars,5,bo,facebook
cbs,ORG,2021-07-20,4 stars,4,bo,facebook
walter cronkite,PERSON,2021-07-20,4 stars,4,bo,facebook
amazon,ORG,2021-07-20,1 star,1,bo,facebook
fantastic,NORP,2021-07-20,5 stars,5,bo,facebook
congrats  great,PERSON,2021-07-21,5 stars,5,bo,facebook
blue origin,ORG,2021-07-20,3 stars,3,bo,facebook
journey jeff,PERSON,2021-07-20,5 stars,5,bo,facebook
van jones,ORG,2021-07-20,5 stars,5,bo,facebook
jose andreas,PERSON,2021-07-20,5 stars,5,bo,facebook
blue origin,ORG,2021-07-20,5 stars,5,bo,facebook
jeff,PERSON,2021-07-20,5 stars,5,bo,facebook
texas,GPE,2021-07-20,5 stars,5,bo,facebook
blue origin,ORG,2021-07-20,5 stars,5,bo,facebook
valentina terashkova,PERSON,2021-07-20,5 stars,5,bo,facebook
vostok 6,FAC,2021-07-20,5 stars,5,bo,facebook
 glad,PERSON,2021-07-20,5 stars,5,bo,facebook
cbsn,PRODUCT,2021-07-20,2 stars,2,bo,facebook
wally glad,PERSON,2021-07-20,5 stars,5,bo,facebook
jeff,PERSON,2021-07-20,4 stars,4,bo,facebook
jeff bezos,PERSON,2021-07-20,5 stars,5,bo,facebook
wally funk,PERSON,2021-07-20,5 stars,5,bo,facebook
salute,NORP,2021-07-20,5 stars,5,bo,facebook
piumona,PERSON,2021-07-20,4 stars,4,bo,facebook
space ,ORG,2021-07-20,5 stars,5,bo,facebook
bezos ,PERSON,2021-07-20,1 star,1,bo,facebook
austin,PERSON,2021-07-20,5 stars,5,bo,facebook
fly wally fly ,PERSON,2021-07-20,5 stars,5,bo,facebook
marcy carney,PERSON,2021-07-20,5 stars,5,bo,facebook
wally funk,PERSON,2021-07-19,4 stars,4,bo,facebook
you ,ORG,2021-07-19,5 stars,5,bo,facebook
bangladesh,GPE,2021-07-19,5 stars,5,bo,facebook
tory s,PERSON,2021-07-19,3 stars,3,bo,facebook
yay wally,PERSON,2021-07-21,5 stars,5,bo,facebook
houston,GPE,2021-07-19,4 stars,4,bo,facebook
earth,LOC,2021-07-21,4 stars,4,bo,facebook
jeff bezos,PERSON,2021-07-19,2 stars,2,bo,facebook
blue origins rocket,WORK_OF_ART,2021-07-19,2 stars,2,bo,facebook
about 200 billion,MONEY,2021-07-19,2 stars,2,bo,facebook
wally funk,PERSON,2021-07-20,4 stars,4,bo,facebook
wally wally wally,PERSON,2021-07-20,5 stars,5,bo,facebook
 ,PERSON,2021-07-20,3 stars,3,bo,facebook
 ,PERSON,2021-07-20,3 stars,3,bo,facebook
moonraker,FAC,2021-07-20,4 stars,4,bo,facebook
communist,NORP,2021-07-20,1 star,1,bo,facebook
kenya,GPE,2021-07-19,5 stars,5,bo,facebook
earth ,LOC,2021-07-20,5 stars,5,bo,facebook
mars,LOC,2021-07-19,2 stars,2,bo,facebook
dr plummer,PERSON,2021-07-19,4 stars,4,bo,facebook
johnny,PERSON,2021-07-19,4 stars,4,bo,facebook
challengers,PRODUCT,2021-07-20,5 stars,5,bo,facebook
peter orbital blue origin,ORG,2021-07-19,1 star,1,bo,facebook
bezos lol,WORK_OF_ART,2021-07-19,1 star,1,bo,facebook
tory orbital spacex,ORG,2021-07-19,1 star,1,bo,facebook
ula,PERSON,2021-07-19,1 star,1,bo,facebook
elon orbital rocket lab,ORG,2021-07-19,1 star,1,bo,facebook
picard xd,PERSON,2021-07-20,5 stars,5,bo,facebook
great value,ORG,2021-07-20,5 stars,5,bo,facebook
jeff,PERSON,2021-07-20,5 stars,5,bo,facebook
amanda brewer,PERSON,2021-08-20,1 star,1,bo,facebook
spacex,ORG,2021-08-04,5 stars,5,bo,facebook
jeff,PERSON,2021-07-24,5 stars,5,bo,facebook
american,NORP,2021-07-22,4 stars,4,bo,facebook
jeff bezos,PERSON,2021-07-22,3 stars,3,bo,facebook
millions of dollars,MONEY,2021-07-22,1 star,1,bo,facebook
bezos,PERSON,2021-07-21,2 stars,2,bo,facebook
co2,ORG,2021-07-21,2 stars,2,bo,facebook
branson,GPE,2021-07-21,2 stars,2,bo,facebook
classic,PRODUCT,2021-07-21,2 stars,2,bo,facebook
earth,LOC,2021-07-20,3 stars,3,bo,facebook
beautiful l o v e ,ORG,2021-07-20,5 stars,5,bo,facebook
ayaz parwez,PERSON,2021-07-20,5 stars,5,bo,facebook
india,GPE,2021-07-20,5 stars,5,bo,facebook
bible,WORK_OF_ART,2021-07-20,5 stars,5,bo,facebook
amazon,ORG,2021-07-20,5 stars,5,bo,facebook
earth,LOC,2021-07-20,5 stars,5,bo,facebook
davidandbetty wolverton dwyergeorge,ORG,2021-07-20,4 stars,4,bo,facebook
las2 awesome job,FAC,2021-07-20,5 stars,5,bo,facebook
godspeed,PERSON,2021-07-20,5 stars,5,bo,facebook
godspeed,PERSON,2021-07-20,5 stars,5,bo,facebook
godspeed,PERSON,2021-07-20,5 stars,5,bo,facebook
wally,PERSON,2021-07-19,5 stars,5,bo,facebook
sri lanka,GPE,2021-07-19,5 stars,5,bo,facebook
blue origins new shepard,ORG,2021-07-18,4 stars,4,bo,facebook
wally,PERSON,2021-07-18,5 stars,5,bo,facebook
lainey moore,PERSON,2021-07-18,5 stars,5,bo,facebook
godspeed,PERSON,2021-07-19,5 stars,5,bo,facebook
pioneer,ORG,2021-07-20,5 stars,5,bo,facebook
earth,LOC,2021-07-19,5 stars,5,bo,facebook
 ,PERSON,2021-07-20,3 stars,3,bo,facebook
 ,PERSON,2021-07-20,3 stars,3,bo,facebook
bleu orgin is ready to be origin,ORG,2021-07-19,5 stars,5,bo,facebook
godspeed,PERSON,2021-07-19,1 star,1,bo,facebook
brazil,GPE,2021-07-19,5 stars,5,bo,facebook
fantastic,NORP,2021-07-19,5 stars,5,bo,facebook
bezos,PERSON,2021-07-19,2 stars,2,bo,facebook
hubble,ORG,2021-07-19,2 stars,2,bo,facebook
musk branson,PERSON,2021-07-19,2 stars,2,bo,facebook
first,ORDINAL,2021-07-19,4 stars,4,bo,facebook
stuart cox,PERSON,2021-07-20,3 stars,3,bo,facebook
ayaz parwez,PERSON,2021-07-20,5 stars,5,bo,facebook
india,GPE,2021-07-20,5 stars,5,bo,facebook
bezos,PRODUCT,2021-07-18,3 stars,3,bo,facebook
bezos yee pee yee,PERSON,2021-07-18,1 star,1,bo,facebook
tory,NORP,2021-07-18,3 stars,3,bo,facebook
gobal,PRODUCT,2021-07-15,5 stars,5,bo,facebook
america,GPE,2021-07-15,5 stars,5,bo,facebook
the super sonic,ORG,2021-07-15,5 stars,5,bo,facebook
lucky oliver,PERSON,2021-07-15,5 stars,5,bo,facebook
silver spoon,ORG,2021-07-15,5 stars,5,bo,facebook
will oliver,PERSON,2021-07-15,5 stars,5,bo,facebook
oliver,PERSON,2021-07-15,5 stars,5,bo,facebook
virgingalactic,ORG,2021-07-15,2 stars,2,bo,facebook
38m dollar,MONEY,2021-07-15,1 star,1,bo,facebook
oliver,PERSON,2021-07-15,3 stars,3,bo,facebook
first,ORDINAL,2021-07-15,3 stars,3,bo,facebook
second,ORDINAL,2021-07-15,5 stars,5,bo,facebook
the orange moon,LOC,2021-07-23,1 star,1,bo,facebook
orange moon,LOC,2021-07-23,1 star,1,bo,facebook
van horn,PERSON,2021-07-18,3 stars,3,bo,facebook
yap,PERSON,2021-07-15,3 stars,3,bo,facebook
oliver run,PERSON,2021-07-15,1 star,1,bo,facebook
seattle,GPE,2021-07-17,4 stars,4,bo,facebook
kent,GPE,2021-07-17,4 stars,4,bo,facebook
nasa,ORG,2021-07-17,4 stars,4,bo,facebook
the international space station stream,ORG,2021-07-17,4 stars,4,bo,facebook
the blue origin team,ORG,2021-07-17,4 stars,4,bo,facebook
johnson esrs,PERSON,2021-07-17,4 stars,4,bo,facebook
ya nasa national aeronautics and space administration tesla shareholders club virgin galactic blue origin,ORG,2021-07-15,5 stars,5,bo,facebook
iss,ORG,2021-07-15,5 stars,5,bo,facebook
wex foundation,ORG,2021-07-15,5 stars,5,bo,facebook
seattle,GPE,2021-07-17,4 stars,4,bo,facebook
kent,GPE,2021-07-17,4 stars,4,bo,facebook
nasa,ORG,2021-07-17,4 stars,4,bo,facebook
the international space station stream,ORG,2021-07-17,4 stars,4,bo,facebook
the blue origin team,ORG,2021-07-17,4 stars,4,bo,facebook
johnson esrs,PERSON,2021-07-17,4 stars,4,bo,facebook
philippines,GPE,2021-07-19,4 stars,4,bo,facebook
irs,ORG,2021-08-16,1 star,1,bo,facebook
jeff,PERSON,2021-08-16,1 star,1,bo,facebook
canada,GPE,2021-07-12,5 stars,5,bo,facebook
latvia,GPE,2021-07-12,5 stars,5,bo,facebook
pakistan,GPE,2021-07-12,5 stars,5,bo,facebook
san pedro ca,GPE,2021-07-12,5 stars,5,bo,facebook
zimbabwe,GPE,2021-07-19,5 stars,5,bo,facebook
spacex,ORG,2021-07-16,3 stars,3,bo,facebook
jeff,PERSON,2021-07-16,3 stars,3,bo,facebook
seattle,GPE,2021-07-17,4 stars,4,bo,facebook
kent,GPE,2021-07-17,4 stars,4,bo,facebook
nasa,ORG,2021-07-17,4 stars,4,bo,facebook
the international space station stream,ORG,2021-07-17,4 stars,4,bo,facebook
the blue origin team,ORG,2021-07-17,4 stars,4,bo,facebook
johnson esrs,PERSON,2021-07-17,4 stars,4,bo,facebook
usa,GPE,2021-07-16,5 stars,5,bo,facebook
first,ORDINAL,2021-07-20,5 stars,5,bo,facebook
jeff bezos,PERSON,2021-07-20,5 stars,5,bo,facebook
blue origin,ORG,2021-07-20,5 stars,5,bo,facebook
new shepard,LOC,2021-07-20,5 stars,5,bo,facebook
earth,LOC,2021-07-20,5 stars,5,bo,facebook
australia,GPE,2021-07-18,4 stars,4,bo,facebook
alexa,PERSON,2021-07-19,1 star,1,bo,facebook
fantastic,NORP,2021-07-19,5 stars,5,bo,facebook
uk,GPE,2021-07-19,3 stars,3,bo,facebook
bezos,PERSON,2021-07-19,2 stars,2,bo,facebook
hubble,ORG,2021-07-19,2 stars,2,bo,facebook
musk branson,PERSON,2021-07-19,2 stars,2,bo,facebook
blue origin from the,ORG,2021-07-20,5 stars,5,bo,facebook
philippines,GPE,2021-07-20,5 stars,5,bo,facebook
nsf,ORG,2021-07-18,1 star,1,bo,facebook
crane,ORG,2021-07-18,1 star,1,bo,facebook
america,GPE,2021-07-20,1 star,1,bo,facebook
american,NORP,2021-07-20,1 star,1,bo,facebook
about a million dollars,MONEY,2021-07-20,1 star,1,bo,facebook
virginia,GPE,2021-07-26,2 stars,2,bo,facebook
bozo,NORP,2021-07-26,2 stars,2,bo,facebook
blue origin,ORG,2021-07-18,5 stars,5,bo,facebook
earth,LOC,2021-07-17,5 stars,5,bo,facebook
woohoo mohamed,PERSON,2021-07-16,5 stars,5,bo,facebook
blue,ORG,2021-07-16,5 stars,5,bo,facebook
blue origin ,ORG,2021-07-16,5 stars,5,bo,facebook
shepard,PERSON,2021-07-16,5 stars,5,bo,facebook
aldo,PERSON,2021-07-16,5 stars,5,bo,facebook
dicks in space,ORG,2021-07-17,4 stars,4,bo,facebook
wally,PERSON,2021-07-16,5 stars,5,bo,facebook
glenn,PERSON,2021-07-16,2 stars,2,bo,facebook
seattle,GPE,2021-07-17,4 stars,4,bo,facebook
kent,GPE,2021-07-17,4 stars,4,bo,facebook
nasa,ORG,2021-07-17,4 stars,4,bo,facebook
the international space station stream,ORG,2021-07-17,4 stars,4,bo,facebook
the blue origin team,ORG,2021-07-17,4 stars,4,bo,facebook
johnson esrs,PERSON,2021-07-17,4 stars,4,bo,facebook
van horn texas,ORG,2021-07-16,5 stars,5,bo,facebook
ryan,PERSON,2021-07-16,5 stars,5,bo,facebook
geoff,PERSON,2021-07-16,4 stars,4,bo,facebook
puebla mexico,GPE,2021-07-16,1 star,1,bo,facebook
third,ORDINAL,2021-07-16,3 stars,3,bo,facebook
bugsy ortega munoz,PERSON,2021-07-16,5 stars,5,bo,facebook
mohamed mess space,PERSON,2021-07-16,4 stars,4,bo,facebook
ya nasa national aeronautics and space administration tesla shareholders club virgin galactic blue origin,ORG,2021-07-16,5 stars,5,bo,facebook
bezos,PERSON,2021-07-19,2 stars,2,bo,facebook
hubble,ORG,2021-07-19,2 stars,2,bo,facebook
musk branson,PERSON,2021-07-19,2 stars,2,bo,facebook
gradatim ferociter ad astra,ORG,2021-07-01,5 stars,5,bo,facebook
wally,PERSON,2021-07-01,5 stars,5,bo,facebook
cleveland,GPE,2021-07-01,5 stars,5,bo,facebook
omg wally,PERSON,2021-07-01,5 stars,5,bo,facebook
wally,PERSON,2021-07-01,5 stars,5,bo,facebook
perfect,WORK_OF_ART,2021-07-01,5 stars,5,bo,facebook
wally   ,ORG,2021-07-01,5 stars,5,bo,facebook
blue oigin,PERSON,2021-07-01,5 stars,5,bo,facebook
jeff,PERSON,2021-07-01,5 stars,5,bo,facebook
ms wally funk,PERSON,2021-07-01,1 star,1,bo,facebook
mercury,ORG,2021-07-01,5 stars,5,bo,facebook
wally funk 82,PERSON,2021-07-01,5 stars,5,bo,facebook
blue origin,ORG,2021-07-01,5 stars,5,bo,facebook
wally,PERSON,2021-07-01,3 stars,3,bo,facebook
wally,PERSON,2021-07-16,5 stars,5,bo,facebook
bezos,ORG,2021-07-06,5 stars,5,bo,facebook
branson,GPE,2021-07-06,5 stars,5,bo,facebook
musk,PERSON,2021-07-10,1 star,1,bo,facebook
faa,ORG,2021-07-10,1 star,1,bo,facebook
the us air force,ORG,2021-07-10,1 star,1,bo,facebook
bezos,PERSON,2021-07-10,1 star,1,bo,facebook
branson,GPE,2021-07-10,1 star,1,bo,facebook
woohoo wally,PERSON,2021-07-01,5 stars,5,bo,facebook
brevard county,ORG,2021-07-09,4 stars,4,bo,facebook
merritt island blue origin,FAC,2021-07-09,4 stars,4,bo,facebook
c e o business,PERSON,2021-07-09,4 stars,4,bo,facebook
million dollar,MONEY,2021-07-09,4 stars,4,bo,facebook
space coast,LOC,2021-07-09,4 stars,4,bo,facebook
steven snooks 321 289,PERSON,2021-07-09,4 stars,4,bo,facebook
seattle,GPE,2021-07-05,4 stars,4,bo,facebook
nasa,ORG,2021-07-05,4 stars,4,bo,facebook
l a,ORG,2021-07-05,4 stars,4,bo,facebook
us,GPE,2021-07-05,4 stars,4,bo,facebook
miami,GPE,2021-07-05,4 stars,4,bo,facebook
johnson esrs,PERSON,2021-07-05,4 stars,4,bo,facebook
the international space station hd,ORG,2021-07-05,4 stars,4,bo,facebook
phd,WORK_OF_ART,2021-07-09,5 stars,5,bo,facebook
invite elon,ORG,2021-07-01,4 stars,4,bo,facebook
  ,ORG,2021-07-11,,0,bo,facebook
  ,PERSON,2021-07-11,,0,bo,facebook
 ,ORG,2021-07-11,,0,bo,facebook
 ,ORG,2021-07-11,,0,bo,facebook
 ,PERSON,2021-07-11,,0,bo,facebook
  ,WORK_OF_ART,2021-07-11,,0,bo,facebook
  ,ORG,2021-07-11,,0,bo,facebook
 ,PERSON,2021-07-11,,0,bo,facebook
 ,PERSON,2021-07-11,,0,bo,facebook
 ,WORK_OF_ART,2021-07-11,,0,bo,facebook
   ,ORG,2021-07-11,,0,bo,facebook
 ,ORG,2021-07-11,,0,bo,facebook
  ,PERSON,2021-07-11,,0,bo,facebook
 ,ORG,2021-07-11,,0,bo,facebook
 ,LOC,2021-07-11,,0,bo,facebook
     ,ORG,2021-07-11,,0,bo,facebook
 ,ORG,2021-07-11,,0,bo,facebook
   ,ORG,2021-07-11,,0,bo,facebook
 ,NORP,2021-07-11,,0,bo,facebook
 ,ORG,2021-07-11,,0,bo,facebook
   ,ORG,2021-07-11,,0,bo,facebook
  ,PERSON,2021-07-11,,0,bo,facebook
 ,ORG,2021-07-11,,0,bo,facebook
 ,ORG,2021-07-11,,0,bo,facebook
10  ,PERCENT,2021-07-11,,0,bo,facebook
 ,ORG,2021-07-11,,0,bo,facebook
 ,ORG,2021-07-11,,0,bo,facebook
lauren,PERSON,2021-07-09,3 stars,3,bo,facebook
lauren mhiz lisa,PERSON,2021-07-09,3 stars,3,bo,facebook
wally,PERSON,2021-07-21,1 star,1,bo,facebook
  ,ORG,2021-07-11,5 stars,5,bo,facebook
  ,PERSON,2021-07-11,5 stars,5,bo,facebook
    ,PERSON,2021-07-11,5 stars,5,bo,facebook
  ,ORG,2021-07-11,5 stars,5,bo,facebook
 c,ORG,2021-07-11,5 stars,5,bo,facebook
sooo,PERSON,2021-06-12,1 star,1,bo,facebook
bezos,ORG,2021-06-14,1 star,1,bo,facebook
first,ORDINAL,2021-06-14,1 star,1,bo,facebook
bezos,PERSON,2021-06-16,3 stars,3,bo,facebook
elon,ORG,2021-06-16,3 stars,3,bo,facebook
earth moon mars,LOC,2021-06-12,4 stars,4,bo,facebook
vr,ORG,2021-06-12,4 stars,4,bo,facebook
don,PERSON,2021-06-13,3 stars,3,bo,facebook
blue origin,ORG,2021-06-13,1 star,1,bo,facebook
1 3 miljoen dollars,MONEY,2021-06-13,1 star,1,bo,facebook
jeff bezos,PERSON,2021-06-13,1 star,1,bo,facebook
rocket,PRODUCT,2021-06-13,1 star,1,bo,facebook
nasa,ORG,2021-06-13,2 stars,2,bo,facebook
spacex,ORG,2021-06-13,2 stars,2,bo,facebook
amazon,ORG,2021-06-12,1 star,1,bo,facebook
elon musk,PERSON,2021-06-12,1 star,1,bo,facebook
brevard county,ORG,2021-07-09,4 stars,4,bo,facebook
merritt island blue origin,FAC,2021-07-09,4 stars,4,bo,facebook
c e o business,PERSON,2021-07-09,4 stars,4,bo,facebook
million dollar,MONEY,2021-07-09,4 stars,4,bo,facebook
space coast,LOC,2021-07-09,4 stars,4,bo,facebook
steven snooks 321 289,PERSON,2021-07-09,4 stars,4,bo,facebook
sci fi,ORG,2021-06-29,5 stars,5,bo,facebook
musk,PRODUCT,2021-06-22,3 stars,3,bo,facebook
the space station,FAC,2021-06-23,5 stars,5,bo,facebook
 ,PERSON,2021-06-15,3 stars,3,bo,facebook
 ,PERSON,2021-06-15,3 stars,3,bo,facebook
elon,ORG,2021-06-19,5 stars,5,bo,facebook
avctoris,NORP,2021-07-08,5 stars,5,bo,facebook
stirling,ORG,2021-07-08,5 stars,5,bo,facebook
krzysztof jackowski,PERSON,2021-06-30,4 stars,4,bo,facebook
jeff,PERSON,2021-06-30,4 stars,4,bo,facebook
poland vision,ORG,2021-06-30,4 stars,4,bo,facebook
french,NORP,2021-06-30,4 stars,4,bo,facebook
polish,NORP,2021-06-30,4 stars,4,bo,facebook
jackowski,PERSON,2021-06-30,4 stars,4,bo,facebook
macron,PERSON,2021-06-30,4 stars,4,bo,facebook
vg,ORG,2021-07-09,1 star,1,bo,facebook
cohen,PERSON,2021-06-12,4 stars,4,bo,facebook
elon musk ,PERSON,2021-06-12,5 stars,5,bo,facebook
jeff,PERSON,2021-06-12,3 stars,3,bo,facebook
capitol city robotics,ORG,2021-06-11,5 stars,5,bo,facebook
seattle,GPE,2021-07-17,4 stars,4,bo,facebook
kent,GPE,2021-07-17,4 stars,4,bo,facebook
nasa,ORG,2021-07-17,4 stars,4,bo,facebook
the international space station stream,ORG,2021-07-17,4 stars,4,bo,facebook
the blue origin team,ORG,2021-07-17,4 stars,4,bo,facebook
johnson esrs,PERSON,2021-07-17,4 stars,4,bo,facebook
the us space force,ORG,2021-06-24,3 stars,3,bo,facebook
the chinese space station,ORG,2021-06-24,3 stars,3,bo,facebook
pienaar allers,PERSON,2021-06-11,5 stars,5,bo,facebook
pella,ORG,2021-06-11,5 stars,5,bo,facebook
 ,PERSON,2021-06-15,3 stars,3,bo,facebook
 ,PERSON,2021-06-15,3 stars,3,bo,facebook
joyce blacqueue demigoddess williams,PERSON,2021-06-18,1 star,1,bo,facebook
blue origin,ORG,2021-08-27,5 stars,5,bo,facebook
elon,ORG,2021-08-29,3 stars,3,bo,facebook
nasa,ORG,2021-08-28,1 star,1,bo,facebook
spacex,ORG,2021-08-28,1 star,1,bo,facebook
cgi,ORG,2021-08-29,1 star,1,bo,facebook
blue origin,ORG,2021-09-02,4 stars,4,bo,facebook
spacex,PERSON,2021-09-02,4 stars,4,bo,facebook
spacex,ORG,2021-09-02,4 stars,4,bo,facebook
a rip off,ORG,2021-08-30,1 star,1,bo,facebook
spacex,ORG,2021-08-30,1 star,1,bo,facebook
russia,GPE,2021-08-30,1 star,1,bo,facebook
china,GPE,2021-08-30,1 star,1,bo,facebook
the entire galaxy trusted,ORG,2021-09-02,5 stars,5,bo,facebook
don,PERSON,2021-09-04,1 star,1,bo,facebook
blue origins,ORG,2021-08-29,4 stars,4,bo,facebook
spacex,PERSON,2021-08-29,4 stars,4,bo,facebook
nasa,ORG,2021-08-29,5 stars,5,bo,facebook
blue origins,PRODUCT,2021-08-29,5 stars,5,bo,facebook
second,ORDINAL,2021-08-29,5 stars,5,bo,facebook
suepard,ORG,2021-08-29,3 stars,3,bo,facebook
bezos,PERSON,2021-09-02,1 star,1,bo,facebook
petar bosnic petar bosnic petrus,PERSON,2021-09-02,1 star,1,bo,facebook
gravifugal,PERSON,2021-09-02,1 star,1,bo,facebook
cofounders initiator,ORG,2021-09-02,4 stars,4,bo,facebook
torys,ORG,2021-09-01,1 star,1,bo,facebook
usa,GPE,2021-08-30,1 star,1,bo,facebook
shared responsibility liabilities debit,ORG,2021-08-30,1 star,1,bo,facebook
nasa,ORG,2021-08-27,3 stars,3,bo,facebook
lex luthor,PERSON,2021-08-27,5 stars,5,bo,facebook
blue origin,ORG,2021-08-26,4 stars,4,bo,facebook
jeff,PERSON,2021-08-27,5 stars,5,bo,facebook
nice,GPE,2021-08-27,5 stars,5,bo,facebook
lose lawsuit,PERSON,2021-08-27,1 star,1,bo,facebook
first,ORDINAL,2021-08-27,4 stars,4,bo,facebook
paula tomlinson,PERSON,2021-08-27,5 stars,5,bo,facebook
blue origin,ORG,2021-08-26,4 stars,4,bo,facebook
quit,PERSON,2021-08-18,1 star,1,bo,facebook
101 sue,PERSON,2021-08-18,1 star,1,bo,facebook
blue origins,ORG,2021-08-18,1 star,1,bo,facebook
nasa,ORG,2021-08-21,3 stars,3,bo,facebook
the blue origin,ORG,2021-08-21,3 stars,3,bo,facebook
bozo,NORP,2021-08-19,1 star,1,bo,facebook
nasa,ORG,2021-08-20,1 star,1,bo,facebook
blue origin,ORG,2021-08-20,1 star,1,bo,facebook
american,NORP,2021-08-22,1 star,1,bo,facebook
nasa,ORG,2021-08-22,1 star,1,bo,facebook
earth,LOC,2021-08-24,5 stars,5,bo,facebook
de brogliean lorentz,PERSON,2021-08-24,5 stars,5,bo,facebook
bene geseritt,PERSON,2021-08-24,5 stars,5,bo,facebook
don,PERSON,2021-08-22,4 stars,4,bo,facebook
blue origin,ORG,2021-08-22,4 stars,4,bo,facebook
the lunar landing,FAC,2021-08-22,4 stars,4,bo,facebook
china,GPE,2021-08-22,4 stars,4,bo,facebook
nasa,ORG,2021-08-20,1 star,1,bo,facebook
jeff,PERSON,2021-08-24,1 star,1,bo,facebook
nasa,ORG,2021-08-22,1 star,1,bo,facebook
elon musk,PERSON,2021-08-22,1 star,1,bo,facebook
nasa,ORG,2021-08-23,1 star,1,bo,facebook
spacex,PERSON,2021-08-23,1 star,1,bo,facebook
jeff,PERSON,2021-08-23,1 star,1,bo,facebook
 ,LOC,2021-08-26,5 stars,5,bo,facebook
 ,MONEY,2021-08-26,5 stars,5,bo,facebook
jeff bezoar,PERSON,2021-08-20,1 star,1,bo,facebook
us,GPE,2021-08-20,1 star,1,bo,facebook
challenger,PRODUCT,2021-08-20,1 star,1,bo,facebook
artemis,ORG,2021-08-20,1 star,1,bo,facebook
bezos,PRODUCT,2021-08-18,1 star,1,bo,facebook
nasa,ORG,2021-08-18,1 star,1,bo,facebook
bezos,PRODUCT,2021-08-18,1 star,1,bo,facebook
jeffery,PERSON,2021-08-18,1 star,1,bo,facebook
