post,reply,comment,sentiment,score,time_comment,company,channel
First static fire test of Super Heavy booster,4650.0,Super Heavy booster,5 stars,5,2021-07-20,spacex,tweet
First static fire test of Super Heavy booster,4650.0,,2 stars,2,2021-07-20,spacex,tweet
Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345.0,Station Congrats Great work team,5 stars,5,2021-07-10,spacex,tweet
Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345.0,Station Is there any video We love watching re entry and splashdown Doesn’t need to have astronauts aboard to televise Love SpaceX and want to be a part of all that happens,5 stars,5,2021-07-10,spacex,tweet
Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345.0,Station Imma work for you one day Mark my words,5 stars,5,2021-07-10,spacex,tweet
Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345.0,Station pics or it didnt happen,1 star,1,2021-07-10,spacex,tweet
Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345.0,Station It would be nice if you could broadcast this type of event,3 stars,3,2021-07-10,spacex,tweet
Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345.0,Station Yeah but are they alive 🤣,3 stars,3,2021-07-10,spacex,tweet
Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383.0,Can you do a backflip before splashing down,1 star,1,2021-07-10,spacex,tweet
Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383.0,No video of splash down,1 star,1,2021-07-10,spacex,tweet
Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383.0,Livestream,5 stars,5,2021-07-10,spacex,tweet
Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383.0,Why didn t you stream it,1 star,1,2021-07-10,spacex,tweet
Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383.0,Wish I could see the entire re entry in the capsule live,4 stars,4,2021-07-10,spacex,tweet
Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383.0,,2 stars,2,2021-07-10,spacex,tweet
Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383.0,Got any of them live feeds,1 star,1,2021-07-10,spacex,tweet
Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383.0,The most remarkable men throughout history are those men who sought knowledge and God’s wisdom above all else,5 stars,5,2021-07-10,spacex,tweet
Separation confirmed Dragon is now performing departure burns to move away from the station,188.0,Station Current plan is to increase base Raptor thrust to 230 tons or 500 million lbs amp increase booster engine count to 32 or 33 All Raptors on booster whether fixed or gimbaling would be the same 33 230 gets 7600 tons of thrust amp T W of 1 5 ” F# love it,5 stars,5,2021-07-08,spacex,tweet
Separation confirmed Dragon is now performing departure burns to move away from the station,188.0,Station How many trees could have been planted with the money spent here How many instalations for clean energy How many poor people would live better,2 stars,2,2021-07-09,spacex,tweet
Separation confirmed Dragon is now performing departure burns to move away from the station,188.0,Station Is there a live video feed,4 stars,4,2021-07-08,spacex,tweet
Separation confirmed Dragon is now performing departure burns to move away from the station,188.0,Station Flying Dragon in Space…,5 stars,5,2021-07-08,spacex,tweet
Separation confirmed Dragon is now performing departure burns to move away from the station,188.0,Station Where can we watch live,5 stars,5,2021-07-08,spacex,tweet
Separation confirmed Dragon is now performing departure burns to move away from the station,188.0,Station They left the hatch open,1 star,1,2021-07-08,spacex,tweet
Teams are currently GO for departure from the station at 10 45 a m EDT today →,145.0,Station I’m still amazed we are capable of doing this,5 stars,5,2021-07-08,spacex,tweet
Teams are currently GO for departure from the station at 10 45 a m EDT today →,145.0,Station Go Dragon 🙌,5 stars,5,2021-07-08,spacex,tweet
Teams are currently GO for departure from the station at 10 45 a m EDT today →,145.0,Station Unfortunate to lose video of the Dragon capsule during undocking Is this so that we don t witness a possible catastrophic failure accident during the evolution We ve witness pretty much every other dock undock evolution,1 star,1,2021-07-08,spacex,tweet
Teams are currently GO for departure from the station at 10 45 a m EDT today →,145.0,Station,4 stars,4,2021-07-08,spacex,tweet
Teams are currently GO for departure from the station at 10 45 a m EDT today →,145.0,Station noice,2 stars,2,2021-07-08,spacex,tweet
Teams are currently GO for departure from the station at 10 45 a m EDT today →,145.0,Station safe landings,5 stars,5,2021-07-08,spacex,tweet
Teams are currently GO for departure from the station at 10 45 a m EDT today →,145.0,Station Crewed,3 stars,3,2021-07-08,spacex,tweet
Tracking footage of Falcon 9 landing on LZ 1,3706.0,Sooo Fake I cant believe most don t think twice Well most people believe the craziest shit all cause they thought they saw something on the Tell A Vision,1 star,1,2021-07-07,spacex,tweet
Tracking footage of Falcon 9 landing on LZ 1,3706.0,Congratulations Amazing indeed,5 stars,5,2021-07-01,spacex,tweet
Tracking footage of Falcon 9 landing on LZ 1,3706.0,Beautiful With the sound as well,5 stars,5,2021-07-01,spacex,tweet
Tracking footage of Falcon 9 landing on LZ 1,3706.0,whoa I don t think I appreciated until now how violent that landing burn start is And the visible deceleration that comes with it 🤯,3 stars,3,2021-07-01,spacex,tweet
Tracking footage of Falcon 9 landing on LZ 1,3706.0,Why do these always look fake Is it the camera,1 star,1,2021-07-01,spacex,tweet
Tracking footage of Falcon 9 landing on LZ 1,3706.0,Best landing video so far🤩,5 stars,5,2021-07-01,spacex,tweet
Deployment of 3 Starlink satellites confirmed,212.0,Hi spacex social media person hope you are doing great D,5 stars,5,2021-06-30,spacex,tweet
Deployment of 3 Starlink satellites confirmed,212.0,Can’t wait to start using Starlink I’m gonna take it with me on a trip across the country from Ohio to out west and back later on in the summer for the orbital launch of Starship 🚀 Also super hyped to watch falcon heavy launch again they’re both gonna leave me awestruck 🤯,5 stars,5,2021-06-30,spacex,tweet
Deployment of 3 Starlink satellites confirmed,212.0,“ space junk “,1 star,1,2021-06-30,spacex,tweet
Deployment of 3 Starlink satellites confirmed,212.0,J’adore tellement votre des vidéos de notre terre depuis l’espace et voir les satellites tout ce qui ce passe et les projets effectués Par nos astronautes spacex astro 😍😍🙏🏼merci🙏🏼,5 stars,5,2021-06-30,spacex,tweet
Deployment of 3 Starlink satellites confirmed,212.0,Could have called it Skynet 😁,3 stars,3,2021-06-30,spacex,tweet
Deployment of 3 Starlink satellites confirmed,212.0,Cool even more stripes in the sky for messed up photos,5 stars,5,2021-06-30,spacex,tweet
Rideshare deployment sequence complete,83.0,Waste of money spend it on the military imo,1 star,1,2021-06-30,spacex,tweet
Rideshare deployment sequence complete,83.0,Has this one outside your headquarters ever been in space Such a cool company and concept doing humanity a solid there,5 stars,5,2021-06-30,spacex,tweet
Rideshare deployment sequence complete,83.0,You may get a survey asking about your experience with SpaceX Please consider giving all 10 10 s,3 stars,3,2021-06-30,spacex,tweet
Rideshare deployment sequence complete,83.0,Ok,3 stars,3,2021-06-30,spacex,tweet
Rideshare deployment sequence complete,83.0,Nice,4 stars,4,2021-06-30,spacex,tweet
Rideshare deployment sequence complete,83.0,Nice,4 stars,4,2021-06-30,spacex,tweet
Rideshare deployment sequence complete,83.0,,2 stars,2,2021-06-30,spacex,tweet
Rideshare deployment sequence has begun,83.0,when are yall gonna ipo tho,1 star,1,2021-06-30,spacex,tweet
Rideshare deployment sequence has begun,83.0,NASA is clear in my books,5 stars,5,2021-06-30,spacex,tweet
Rideshare deployment sequence has begun,83.0,What is the white thing in the screen in the background,1 star,1,2021-06-30,spacex,tweet
Rideshare deployment sequence has begun,83.0,what this,5 stars,5,2021-06-30,spacex,tweet
Rideshare deployment sequence has begun,83.0,,2 stars,2,2021-06-30,spacex,tweet
Rideshare deployment sequence has begun,83.0,MARS,5 stars,5,2021-06-30,spacex,tweet
Liftoff,1561.0,and now landing,5 stars,5,2021-06-30,spacex,tweet
Liftoff,1561.0,Looks a lot like UltimoGG the 8th july Partnered with Jon Marianek Jake Paul s manager SporteMon Go marketers onboard everybody doxxed and company been alive and running for several years See you on Mars Elon,5 stars,5,2021-06-30,spacex,tweet
Liftoff,1561.0,Earth is flat,2 stars,2,2021-06-30,spacex,tweet
Liftoff,1561.0,How much energy is that using or does he only care about magical internet money 🤡,5 stars,5,2021-06-30,spacex,tweet
Liftoff,1561.0,Thank you I just made a quick 200 000 Retweet this and follow me🚀🚀 I made now more than 600k on DOGE dogecoin between last week and today 🔥I’ll be giving 6k in doge to 10 people who follow me and retweet this tweet,1 star,1,2021-06-30,spacex,tweet
Liftoff,1561.0,88 satellites are off to orbit 🚀🚀🚀,1 star,1,2021-06-30,spacex,tweet
Watch Falcon 9 launch 88 spacecraft to orbit →,1067.0,,2 stars,2,2021-06-30,spacex,tweet
Watch Falcon 9 launch 88 spacecraft to orbit →,1067.0,launch doge 9,5 stars,5,2021-06-30,spacex,tweet
Watch Falcon 9 launch 88 spacecraft to orbit →,1067.0,That American flag looks beautiful Would love to see a giant right next to it I will pay for it and set it up if you let us do it,5 stars,5,2021-06-30,spacex,tweet
Watch Falcon 9 launch 88 spacecraft to orbit →,1067.0,,2 stars,2,2021-06-30,spacex,tweet
Watch Falcon 9 launch 88 spacecraft to orbit →,1067.0,How will you deal with all the space junk that is currently destroying earths orbit and ruining space exploration forever,1 star,1,2021-06-30,spacex,tweet
Watch Falcon 9 launch 88 spacecraft to orbit →,1067.0,FLOKI A R M Y U N I T E ELON YOU GOT SOME MOVES MY BROTHER GAAAHD DAMN,1 star,1,2021-06-30,spacex,tweet
Watch Falcon 9 launch 88 spacecraft to orbit →,1067.0,Space X was not first in space amp was not first with reusable spacecraft Now the dominate space rockets Tesla is similar with EVs and FSD Tesla will dominate both EVs and FSD SpaceX and Tesla domination due to accelerating innovation will increase JMH amp naive O,2 stars,2,2021-07-01,spacex,tweet
Watch Falcon 9 launch 88 spacecraft to orbit →,1067.0,Clear the air space this time lad,5 stars,5,2021-06-30,spacex,tweet
Watch Falcon 9 launch 88 spacecraft to orbit →,1067.0,How much does it cost SpaceX to scrub a launch,5 stars,5,2021-06-30,spacex,tweet
Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263.0,Good luck u guys doin a good job 👊🌍,5 stars,5,2021-06-29,spacex,tweet
Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263.0,Jeff bezos hired a charter plane to fly above it,1 star,1,2021-06-29,spacex,tweet
Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263.0,What was the issue with the range,3 stars,3,2021-06-29,spacex,tweet
Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263.0,Someone is in trouble and facing a stiff fine,2 stars,2,2021-06-29,spacex,tweet
Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263.0,Pretty sure it was a navy helicopter from PAFB that violated range it came in low and fast around t 1 30,2 stars,2,2021-06-29,spacex,tweet
